FsmIdf;CrdLatDeg;CrdLonDeg
1565;40.78074469;-73.9711011
2683;40.78066458;-73.97088104
1818;40.78066458;-73.97089105
2647;40.78052343;-73.97098094
1850;40.78052343;-73.97103101
858;40.7805654;-73.9709509
1572;40.78075232;-73.9709211
2219;40.78055395;-73.97082096
2218;40.78042425;-73.97068101
1989;40.78054251;-73.9705711
477;40.78050436;-73.97055107
2684;40.78051199;-73.97059089
1180;40.78043188;-73.97063094
1707;40.78038229;-73.97042089
812;40.78039373;-73.97040087
571;40.78038229;-73.97038108
1920;40.78035177;-73.97029096
2120;40.78035177;-73.970321
6;40.78043188;-73.97035104
475;40.78043188;-73.97033101
2354;40.78047384;-73.97033101
43;40.78037466;-73.97010094
2221;40.78039373;-73.97004109
1276;40.78052343;-73.97001105
77;40.78060354;-73.97010094
1657;40.78057303;-73.96986109
2685;40.78060354;-73.969971
819;40.78068365;-73.97020107
1005;40.78070273;-73.97020107
1888;40.7805921;-73.97018104
2353;40.78054251;-73.97031098
41;40.78055395;-73.97040087
1003;40.78054251;-73.97039109
861;40.78051199;-73.97047096
1225;40.78043188;-73.97026091
2686;40.78041281;-73.97034102
2687;40.78037466;-73.97001105
1230;40.78032507;-73.969971
1004;40.78041281;-73.96984106
865;40.78042425;-73.96985107
1685;40.78040518;-73.96981102
1890;40.78038229;-73.96983105
5;40.7804624;-73.96980101
1011;40.7805921;-73.96953088
1495;40.78045477;-73.96931106
702;40.78054251;-73.9693411
889;40.78052343;-73.96939093
952;40.78055395;-73.96928101
1339;40.7804624;-73.96924096
126;40.78044333;-73.96919089
1184;40.78044333;-73.96919089
1860;40.7804624;-73.96905094
2190;40.7804624;-73.96905094
2688;40.78042425;-73.96897107
1663;40.78044333;-73.96882087
1016;40.7804624;-73.96885091
722;40.78054251;-73.96881109
576;40.78060354;-73.96872097
1625;40.78053488;-73.9684909
2689;40.7806455;-73.96858102
2690;40.78066458;-73.9684909
2204;40.78068365;-73.96842104
579;40.78079428;-73.96815091
2224;40.78084387;-73.96812087
2691;40.78088202;-73.96822101
2692;40.78088202;-73.96822101
1283;40.7809545;-73.96824103
527;40.7810346;-73.96786099
492;40.78104223;-73.96746093
783;40.78106512;-73.96727091
399;40.78127493;-73.9674111
2143;40.78115286;-73.96737104
1486;40.78124441;-73.96721106
58;40.78124441;-73.96723109
265;40.78122534;-73.96707087
940;40.78131308;-73.96710091
1117;40.781294;-73.96705109
2693;40.78144278;-73.96652108
2278;40.78158392;-73.96640092
1718;40.78161444;-73.966461
277;40.78165258;-73.96644097
2694;40.7820455;-73.96554094
2695;40.78216375;-73.96542102
2376;40.78219427;-73.96535092
2696;40.783785;-73.96627098
1025;40.78371252;-73.96666103
289;40.78364386;-73.96669107
379;40.7835523;-73.96678096
2170;40.78352179;-73.96682101
373;40.78351416;-73.96687108
1142;40.78348364;-73.96700102
2325;40.78344549;-73.96712094
2410;40.78345312;-73.9670611
1291;40.78341497;-73.96703106
2697;40.78336538;-73.96719104
2151;40.78327383;-73.96714097
409;40.78313269;-73.96736103
2412;40.78315176;-73.9674111
970;40.78298391;-73.96785098
1642;40.78293432;-73.96795088
2698;40.78290381;-73.96792107
2699;40.78274359;-73.96827107
2700;40.78241552;-73.9686411
1472;40.78242315;-73.9686411
441;40.78240408;-73.96878105
2624;40.78239264;-73.96886092
896;40.78240408;-73.96884089
2701;40.78240408;-73.96885091
2391;40.78237356;-73.96882087
836;40.78234304;-73.96893102
1697;40.78233542;-73.9690209
2702;40.78233542;-73.96903091
897;40.78227438;-73.9689911
2703;40.78229345;-73.9690209
2704;40.78225531;-73.96907097
801;40.78214468;-73.96930104
2248;40.78209509;-73.9693411
173;40.78209509;-73.96923095
2250;40.78202261;-73.96935087
1536;40.78201498;-73.96956092
148;40.78196539;-73.96958094
1604;40.78186239;-73.969621
2705;40.78184332;-73.96959096
1541;40.78186239;-73.96980101
179;40.78186239;-73.96991092
2533;40.78187384;-73.97003108
1607;40.78190435;-73.96992093
659;40.78180517;-73.96995097
661;40.78175177;-73.96991092
634;40.78173269;-73.96988088
244;40.78174414;-73.96995097
2706;40.78171362;-73.96996098
630;40.78176321;-73.97003108
1548;40.78169455;-73.96993094
945;40.78174414;-73.97004109
631;40.78165258;-73.97001105
1791;40.78156485;-73.97008091
782;40.78162207;-73.97011095
628;40.78167547;-73.97013098
909;40.78162207;-73.97027093
2156;40.78138174;-73.97033101
1084;40.78132452;-73.97067099
1743;40.78130545;-73.97065097
1321;40.78130545;-73.97073108
1322;40.78133215;-73.97072106
640;40.78133215;-73.97075086
1482;40.78088202;-73.97135096
1564;40.78085531;-73.97125107
111;40.78088202;-73.97124105
858;40.7808248;-73.9711309
1089;40.78081335;-73.97112089
1572;40.78062262;-73.97078091
1622;40.78048529;-73.97062093
2707;40.78048529;-73.97063094
1180;40.78044333;-73.97067099
718;40.78037466;-73.97049099
119;40.78037466;-73.97059089
1093;40.78037466;-73.9706009
2185;40.78029455;-73.97041088
1920;40.78037466;-73.9702509
929;40.78052343;-73.96994096
159;40.7805654;-73.96989089
1857;40.7806455;-73.96985107
572;40.78061499;-73.97004109
1003;40.78052343;-73.97037106
571;40.78050436;-73.97035104
2686;40.78049292;-73.97031098
2221;40.78044333;-73.97013098
1858;40.78040518;-73.96988088
5;40.78049292;-73.96980101
889;40.78038229;-73.96976095
1440;40.78050436;-73.96944099
674;40.78039373;-73.969271
2708;40.78036322;-73.9693709
1339;40.78050436;-73.96920091
957;40.78038229;-73.9690209
1625;40.78050436;-73.96869093
2004;40.78066458;-73.96868091
2467;40.78096212;-73.96816092
1446;40.7808248;-73.96805101
2709;40.7809049;-73.96802097
707;40.78107275;-73.9679709
2271;40.78106512;-73.96784097
1987;40.78107275;-73.96768099
2143;40.78121389;-73.96742087
823;40.78120245;-73.96712094
1486;40.78122534;-73.96707087
352;40.78137411;-73.9667111
2710;40.78149237;-73.96666103
2577;40.78150381;-73.96640092
2711;40.78176321;-73.96619087
1719;40.78191198;-73.96587091
2668;40.78218283;-73.96532088
2712;40.78247274;-73.96462088
2886;40.78367437;-73.96649104
1836;40.78367437;-73.96649104
2170;40.78367437;-73.96664101
2887;40.7836019;-73.96672088
379;40.78358282;-73.96682101
1672;40.78346457;-73.96692091
2888;40.78346457;-73.96693092
1353;40.78344549;-73.9670909
405;40.78322424;-73.96711093
2889;40.7832128;-73.96711093
2890;40.78317465;-73.96715098
1292;40.78323187;-73.9670611
538;40.78327383;-73.96726089
2526;40.78326239;-73.96726089
2412;40.78328528;-73.96722108
2891;40.78327383;-73.96724087
2892;40.78318228;-73.96725088
2107;40.78318228;-73.96717101
2151;40.78318228;-73.96717101
2893;40.78319372;-73.96717101
2894;40.78322424;-73.96730095
761;40.78327383;-73.96738106
324;40.78317465;-73.96740108
1839;40.78319372;-73.96724087
1293;40.78313269;-73.96747094
409;40.78317465;-73.96752101
1784;40.78317465;-73.96745091
1247;40.78314413;-73.96757108
2895;40.78313269;-73.96753102
93;40.78307547;-73.96758109
2896;40.78306402;-73.96764093
2897;40.78305258;-73.96762091
2898;40.78305258;-73.96786099
2899;40.7829534;-73.96777087
325;40.78301443;-73.96798092
735;40.78292288;-73.96782094
970;40.78292288;-73.96782094
1842;40.78293432;-73.96790105
2900;40.78278174;-73.96785098
969;40.78283514;-73.96785098
2901;40.78283514;-73.96785098
2902;40.78293432;-73.96802097
2903;40.78273214;-73.96824103
2149;40.782694;-73.96834093
2557;40.78272451;-73.96828109
2904;40.78254522;-73.96844107
2905;40.78251471;-73.96840101
1528;40.78253378;-73.96856099
2906;40.78257193;-73.96847087
2907;40.78252234;-73.96856099
2908;40.78252234;-73.96855098
2242;40.78249182;-73.96868091
1156;40.78238501;-73.96869093
976;40.78238501;-73.96869093
2392;40.78234304;-73.968741
2754;40.78235449;-73.96851092
2758;40.78238501;-73.96876102
2909;40.78229345;-73.96883088
441;40.78225531;-73.96870094
2910;40.78229345;-73.96886092
2334;40.78234304;-73.96890098
1302;40.78222479;-73.96905094
2911;40.78216375;-73.96916109
2912;40.78221335;-73.96919089
304;40.78209509;-73.96922093
1739;40.78203405;-73.96918088
2147;40.78206457;-73.96914106
241;40.78203405;-73.96926099
2913;40.7820722;-73.96930104
173;40.7820455;-73.96942097
653;40.7820722;-73.96946102
1208;40.78191198;-73.96945101
2252;40.7819425;-73.96953088
2072;40.78184332;-73.96951109
1603;40.78180517;-73.96958094
2443;40.78177466;-73.9695211
1674;40.78184332;-73.96969109
1069;40.78185476;-73.96970087
151;40.78186239;-73.96970087
2914;40.78179373;-73.96974092
2915;40.78184332;-73.96965104
2838;40.78185476;-73.96966105
2916;40.78175177;-73.96983105
554;40.78174414;-73.96984106
330;40.78173269;-73.96985107
2917;40.78172506;-73.96981102
2918;40.78174414;-73.96988088
634;40.78170218;-73.96995097
2661;40.78176321;-73.96986109
2255;40.78163351;-73.9699009
2706;40.78154196;-73.97001105
631;40.78170218;-73.97009092
1742;40.78165258;-73.97008091
630;40.78163351;-73.97009092
636;40.78163351;-73.9700709
1479;40.78175177;-73.96999102
2841;40.78166403;-73.97012096
1549;40.78162207;-73.97010094
2919;40.78162207;-73.97011095
2777;40.78165258;-73.97014099
909;40.7815534;-73.97021109
156;40.78147329;-73.97035104
187;40.78146185;-73.97039109
2780;40.78128256;-73.97055107
2920;40.78136267;-73.97066098
2921;40.78138174;-73.97065097
1322;40.78130545;-73.97064095
640;40.78128256;-73.97065097
319;40.78125204;-73.97075086
2922;40.78104223;-73.97079092
2923;40.78109182;-73.97086101
1085;40.78109182;-73.97086101
2722;40.78109182;-73.97074109
1564;40.7809049;-73.97102099
666;40.78094305;-73.97097093
2135;40.78085531;-73.97126108
2924;40.78089346;-73.97133094
2925;40.7809545;-73.97128087
2351;40.78093542;-73.97125107
1178;40.78087439;-73.97123104
1089;40.78079428;-73.9711011
1614;40.78076376;-73.97112089
1090;40.78071417;-73.97099095
691;40.78076376;-73.97097093
1617;40.7806455;-73.97108107
925;40.78076376;-73.97081095
1818;40.78058447;-73.97090107
1094;40.78058447;-73.97096091
2926;40.78057303;-73.97081095
2927;40.78050436;-73.97067099
1512;40.78050436;-73.97067099
1098;40.78054251;-73.97054106
1989;40.7804624;-73.97041088
2352;40.78047384;-73.97041088
1569;40.78047384;-73.97044092
2928;40.78052343;-73.97047096
569;40.7803327;-73.97043091
474;40.78041281;-73.97041088
119;40.78036322;-73.97014099
45;40.78036322;-73.97014099
475;40.78039373;-73.97026091
2221;40.78047384;-73.97013098
159;40.7805654;-73.96983105
671;40.78062262;-73.96995097
2685;40.7804624;-73.97008091
2929;40.7806951;-73.97016102
12;40.7804624;-73.97036105
1772;40.78058447;-73.97054106
41;40.78053488;-73.97035104
2930;40.78055395;-73.96999102
2931;40.78034414;-73.96995097
1573;40.78041281;-73.969971
1335;40.7804624;-73.96981102
1009;40.78055395;-73.969621
2431;40.78044333;-73.96954089
2858;40.78047384;-73.96929103
127;40.7805654;-73.96926099
1337;40.78042425;-73.96922093
956;40.78048529;-73.96916109
1016;40.78050436;-73.96901089
485;40.78052343;-73.96888095
1340;40.78044333;-73.96885091
576;40.78050436;-73.96885091
871;40.78051199;-73.96876102
2932;40.7806951;-73.96862107
1018;40.78062262;-73.9684909
14;40.78071417;-73.96828109
2204;40.78075232;-73.96835094
2933;40.78087439;-73.96807104
1446;40.78084387;-73.9679411
1986;40.7809049;-73.96801096
2269;40.78092398;-73.96799093
2934;40.78100409;-73.96792107
2270;40.78100409;-73.96792107
1190;40.78098501;-73.96749097
1800;40.78105368;-73.96754104
2935;40.78087439;-73.96735102
58;40.78114523;-73.96730095
1824;40.78118338;-73.9674409
1469;40.78122534;-73.96711093
940;40.78123297;-73.96708089
1117;40.78128256;-73.96700102
352;40.78147329;-73.96649104
1668;40.78147329;-73.9663611
2367;40.78152289;-73.96635109
2936;40.78160299;-73.96641093
2024;40.78156485;-73.96638089
1120;40.78159536;-73.96641093
1718;40.78157248;-73.96626097
2711;40.78164496;-73.9662109
1964;40.78188528;-73.96603089
1350;40.7818128;-73.96594101
2937;40.78213324;-73.96536094
1583;40.78223242;-73.96514088
2938;40.78229345;-73.96502095
2939;40.78225531;-73.96500092
2940;40.78218283;-73.96495109
2948;40.78372397;-73.96625095
2949;40.78374304;-73.96638089
1136;40.7836553;-73.96651107
2950;40.78374304;-73.96648103
2552;40.78373541;-73.96663099
2131;40.78361334;-73.96677094
2951;40.78361334;-73.96676093
690;40.78361334;-73.96675092
1025;40.78362478;-73.96673089
2065;40.7836019;-73.96687108
1968;40.78346457;-73.96686107
2408;40.78356375;-73.96688109
2952;40.7835523;-73.96688109
2165;40.78350271;-73.96690088
1194;40.78343405;-73.96710091
534;40.78343405;-73.96710091
404;40.78340353;-73.96714097
405;40.78332342;-73.9670909
1353;40.78330435;-73.96707087
324;40.78331198;-73.96707087
2106;40.78326239;-73.96719104
2809;40.78326239;-73.96719104
2953;40.78320517;-73.96719104
2151;40.78324331;-73.96718102
1900;40.78322424;-73.96736103
2954;40.78322424;-73.96736103
2894;40.78323187;-73.96739107
409;40.78322424;-73.96745091
2528;40.78313269;-73.96745091
1294;40.78315176;-73.96742087
1151;40.78299536;-73.96778088
325;40.78298391;-73.96781093
970;40.7829534;-73.96789103
1642;40.7829534;-73.9679411
2955;40.78289236;-73.9679411
2956;40.78291525;-73.96793109
2069;40.78286184;-73.96802097
1154;40.78288473;-73.96802097
2902;40.78281225;-73.96809107
1788;40.78287329;-73.96812087
2957;40.78277411;-73.96807104
1528;40.78267492;-73.96837097
2958;40.78260244;-73.96838098
2959;40.78258337;-73.96828109
2821;40.78254522;-73.96847087
2960;40.78251471;-73.96846109
2558;40.78251471;-73.96853095
2334;40.78250326;-73.96863109
2961;40.78236212;-73.96873098
1262;40.78238501;-73.96880108
2211;40.78241552;-73.96875101
1052;40.78241552;-73.9686411
2911;40.78240408;-73.9686411
2962;40.78241552;-73.96875101
550;40.78240408;-73.96878105
2963;40.78234304;-73.96888095
441;40.78234304;-73.96887093
2964;40.78234304;-73.96887093
2965;40.78238501;-73.96882087
2830;40.78228201;-73.968921
2966;40.78234304;-73.96898108
2335;40.78227438;-73.96888095
105;40.78228201;-73.9689911
897;40.78225531;-73.96907097
2035;40.78227438;-73.96911102
2967;40.78226294;-73.96912104
2968;40.7821752;-73.96917086
2703;40.78223242;-73.96921092
1057;40.78213324;-73.96921092
1947;40.78213324;-73.96918088
2969;40.78212179;-73.96923095
304;40.78214468;-73.96925097
2336;40.78214468;-73.96926099
2970;40.78203405;-73.969271
2834;40.78202261;-73.96923095
2941;40.7820722;-73.96924096
904;40.7819425;-73.96926099
2762;40.7820722;-73.96916109
2510;40.78213324;-73.96917086
1208;40.78205313;-73.96933108
173;40.7820455;-73.9693411
984;40.7819425;-73.96949106
1914;40.78193487;-73.96943098
2626;40.7819425;-73.96946102
2396;40.78199209;-73.96948105
241;40.78202261;-73.96950107
1312;40.78203405;-73.96953088
522;40.78196539;-73.9695211
148;40.78191198;-73.96956092
2252;40.78193487;-73.9695211
2971;40.78195395;-73.96956092
2972;40.78195395;-73.96957093
2180;40.78185476;-73.96959096
2973;40.78189291;-73.96963101
1699;40.7819425;-73.96958094
2443;40.78193487;-73.96958094
2974;40.78192343;-73.96958094
1949;40.78191198;-73.96968108
2072;40.78186239;-73.96965104
2828;40.78180517;-73.969621
2254;40.78186239;-73.96971088
1069;40.78186239;-73.96971088
2975;40.78186239;-73.96971088
2718;40.78185476;-73.96971088
2838;40.78184332;-73.96983105
2976;40.78184332;-73.96982103
151;40.78183188;-73.96981102
2977;40.78185476;-73.96979099
1741;40.78184332;-73.96985107
2978;40.78182425;-73.96982103
1606;40.78174414;-73.96989089
1429;40.78174414;-73.96989089
2979;40.78169455;-73.9699009
664;40.78174414;-73.969971
311;40.78174414;-73.97001105
2420;40.78174414;-73.97001105
631;40.78164496;-73.97010094
945;40.7816831;-73.969971
630;40.78164496;-73.9700709
634;40.78158392;-73.97010094
2037;40.7815534;-73.97011095
2980;40.78159536;-73.97020107
2981;40.78148474;-73.9702509
156;40.78146185;-73.97034102
2778;40.78146185;-73.97035104
559;40.78147329;-73.97037106
2722;40.78147329;-73.97037106
2982;40.78145422;-73.97041088
2983;40.78132452;-73.97053104
2984;40.78133215;-73.97046095
1847;40.78133215;-73.97052103
2985;40.78125204;-73.97066098
2986;40.781294;-73.97052103
1322;40.781294;-73.97052103
2987;40.78131308;-73.97051102
2835;40.78124441;-73.97068101
2157;40.78115286;-73.97065097
2198;40.78119482;-73.97066098
2988;40.78120245;-73.97065097
1321;40.78124441;-73.97062093
2989;40.78123297;-73.97062093
1848;40.78130545;-73.97063094
1501;40.78130545;-73.97063094
2990;40.78130545;-73.97063094
640;40.78125204;-73.97058087
1652;40.78130545;-73.97073108
1744;40.78126349;-73.97070104
319;40.78114523;-73.97080093
2991;40.78120245;-73.97077089
2992;40.7811643;-73.9709211
2349;40.78120245;-73.97089105
2993;40.78112234;-73.9709211
2348;40.7810346;-73.97097093
1564;40.78102316;-73.971201
750;40.78086294;-73.97153097
1178;40.78091253;-73.97117096
2845;40.7809545;-73.9711309
2995;40.78091253;-73.97123104
2996;40.78084387;-73.97122103
1090;40.78073324;-73.97111088
950;40.78063406;-73.97097093
2997;40.7806951;-73.97096091
1572;40.78076376;-73.9709509
2998;40.78075232;-73.97098094
699;40.78066458;-73.97093087
716;40.78047384;-73.97100097
2999;40.78057303;-73.97082096
1180;40.78051199;-73.97065097
1093;40.78051199;-73.97080093
477;40.78047384;-73.97073108
1656;40.78044333;-73.97077089
2352;40.78043188;-73.9706009
1683;40.78036322;-73.970501
1001;40.78038229;-73.97056108
474;40.78034414;-73.97054106
1569;40.78028311;-73.97044092
1099;40.780203;-73.97043091
2856;40.78045477;-73.970321
571;40.78037466;-73.97026091
475;40.78038229;-73.97023087
2353;40.78048529;-73.97010094
3000;40.78042425;-73.97009092
1003;40.78041281;-73.97009092
3001;40.78041281;-73.97009092
1275;40.78049292;-73.97005087
1708;40.78048529;-73.97004109
3002;40.78037466;-73.97000104
1005;40.78047384;-73.97000104
159;40.78055395;-73.96988088
674;40.78050436;-73.96985107
1660;40.7805654;-73.96994096
3003;40.78060354;-73.96999102
572;40.7807218;-73.97008091
3004;40.78081335;-73.97013098
3005;40.78078283;-73.97013098
1888;40.78078283;-73.97013098
861;40.7806455;-73.97023087
3006;40.78052343;-73.97019106
3007;40.78063406;-73.97034102
2016;40.78048529;-73.97043091
41;40.78057303;-73.97051102
9;;
3008;;
2459;40.78045477;-73.97014099
2399;40.78037466;-73.97002107
1335;40.78045477;-73.96980101
929;40.78043188;-73.96982103
483;40.78045477;-73.96966105
1889;40.78052343;-73.96963101
3009;;
1009;40.78044333;-73.96950107
3010;40.78058447;-73.96966105
3011;40.78055395;-73.96966105
208;40.78050436;-73.96956092
1777;40.78043188;-73.96928101
3012;40.78044333;-73.96942097
1232;40.78044333;-73.96940094
2357;40.78071417;-73.96928101
1246;40.78061499;-73.96929103
3013;40.78045477;-73.96878105
1659;;
2402;40.7804624;-73.96915108
1337;40.78032507;-73.96918088
3014;;
1663;;
485;;
3015;;
3016;;
2265;;
871;40.78040518;-73.96847087
1236;40.78060354;-73.9686709
3017;40.78061499;-73.96870094
1625;40.7806455;-73.968571
3018;40.78074469;-73.96830088
2946;;
1446;40.7809049;-73.96799093
3019;40.78084387;-73.96790105
2269;40.78075232;-73.96787101
3020;;
527;40.78087439;-73.96796089
707;40.78104223;-73.96786099
2467;;
3021;40.78109182;-73.96778088
1987;40.78076376;-73.96750098
2650;40.78083242;-73.96773106
2312;40.78104223;-73.96788102
1782;;
2205;40.78094305;-73.96757108
1800;40.78101553;-73.96751099
2272;40.78113379;-73.9674111
3022;40.78112234;-73.96740108
2144;40.78091253;-73.96707087
2130;40.7809049;-73.9670611
58;40.78107275;-73.966991
757;40.78115286;-73.96742087
1116;40.78097357;-73.96704107
2471;40.78114523;-73.96704107
3023;40.78120245;-73.966991
2617;40.78115286;-73.966991
2791;40.78124441;-73.96719104
399;40.78115286;-73.96685105
940;40.78121389;-73.96697098
1469;40.78126349;-73.96722108
3024;40.781294;-73.96682101
3025;40.78136267;-73.96694094
1348;40.78141226;-73.96666103
687;40.78139319;-73.96678096
1120;40.78149237;-73.96645099
3026;40.78145422;-73.96654087
2367;40.7815534;-73.966461
3027;40.78144278;-73.96633106
3028;40.78148474;-73.96626097
3029;40.78147329;-73.96625095
1260;40.78151526;-73.96638089
3030;40.78146185;-73.96640092
1349;40.78153433;-73.96645099
1802;40.78156485;-73.96643096
3031;40.78163351;-73.96622091
2947;40.78174414;-73.96605092
1517;40.78176321;-73.96602088
277;40.78180517;-73.96602088
3032;40.78177466;-73.96592098
2652;40.78185476;-73.965761
1125;40.78193487;-73.96578103
1582;40.78189291;-73.965761
1719;40.78186239;-73.96580106
3033;40.78211416;-73.96536094
2062;40.78223242;-73.96519094
2940;40.78225531;-73.96504098
3034;40.78233542;-73.96497088
3035;40.78234304;-73.9649809
3036;40.78233542;-73.96506101
3037;40.78250326;-73.96459108
3038;40.78252234;-73.96459108
3039;40.78250326;-73.96455103
3040;40.78250326;-73.96455103
3041;40.78254522;-73.96461087
3042;40.78254522;-73.96462088
3043;40.78253378;-73.96452099
3044;40.7824346;-73.96446091
3045;;
3046;40.78275503;-73.96494108
2801;40.78373541;-73.96657091
3047;40.78371252;-73.96657091
2167;40.78377356;-73.96641093
1934;40.78371252;-73.96668106
1025;40.78370489;-73.96660095
3048;40.78363241;-73.96660095
379;40.78363241;-73.9667409
2952;40.78349508;-73.96696096
1968;40.7835523;-73.966991
372;40.78357519;-73.96692091
534;40.78338446;-73.96712094
1938;40.78338446;-73.96705109
2889;40.78330435;-73.96717101
1353;40.78318228;-73.96713096
2501;40.78318228;-73.96713096
3049;40.78319372;-73.96714097
2151;40.78313269;-73.96731096
1194;40.78314413;-73.96732098
1293;40.78312506;-73.96742087
1422;40.78314413;-73.96750098
893;40.7830831;-73.96773106
1136;40.78307547;-73.96771103
3050;40.78312506;-73.96768099
970;40.7829534;-73.96778088
422;40.78287329;-73.96774107
542;40.78293432;-73.96801096
2902;40.78286184;-73.96801096
3051;40.78277411;-73.96811109
2416;40.78276266;-73.9682911
3052;40.78266348;-73.96834093
2960;40.78252234;-73.968571
2655;40.78245367;-73.96869093
3053;40.78240408;-73.96860104
3054;40.78237356;-73.96872097
896;40.7824346;-73.96875101
1057;40.78239264;-73.9686709
2211;40.78245367;-73.96869093
173;40.78215231;-73.96917086
304;40.78211416;-73.96936088
1739;40.78214468;-73.96923095
3055;40.78211416;-73.969271
148;40.78205313;-73.96936088
1606;40.78190435;-73.96948105
554;40.78174414;-73.96982103
841;40.78169455;-73.96994096
802;40.78165258;-73.969971
2761;40.78165258;-73.969971
2675;40.78166403;-73.96993094
2548;40.78166403;-73.96989089
3057;40.78164496;-73.96994096
630;40.78158392;-73.9698711
3058;40.78158392;-73.9698711
2339;40.78165258;-73.96985107
631;40.78167547;-73.97010094
1430;40.78170218;-73.97021109
634;40.78161444;-73.97008091
3059;40.78159536;-73.97019106
2513;40.78148474;-73.97023087
2722;40.78145422;-73.97036105
187;40.78146185;-73.97041088
697;40.78141226;-73.97046095
3060;40.78136267;-73.97044092
2828;40.78126349;-73.97065097
640;40.78123297;-73.97071105
319;40.78131308;-73.97074109
3061;40.78127493;-73.97084099
3062;40.78122534;-73.97083097
3063;40.78124441;-73.97083097
3064;40.78113379;-73.97081095
2564;40.78118338;-73.97081095
808;40.78108419;-73.97089105
3065;40.78101553;-73.97087103
3066;40.78108419;-73.97093087
2847;40.78086294;-73.97112089
3067;40.78075232;-73.97129088
668;40.78096212;-73.97127109
3068;40.78094305;-73.97125107
858;40.78087439;-73.97109109
1094;40.7805654;-73.97096091
1818;40.78058447;-73.9709509
3069;40.78066458;-73.97077089
699;40.78061499;-73.97083097
3070;40.7806455;-73.97070104
1622;40.78041281;-73.97062093
2263;40.78039373;-73.97043091
45;40.780203;-73.970321
77;40.7805921;-73.97013098
72;40.78055395;-73.97011095
159;40.7805654;-73.97011095
1003;40.78053488;-73.97010094
1925;40.78070273;-73.97001105
861;40.78068365;-73.9702211
819;40.78067221;-73.97030097
3071;40.78047384;-73.97038108
3072;40.78058447;-73.97044092
2734;40.78057303;-73.97041088
2353;40.78050436;-73.97041088
3073;40.78053488;-73.97051102
9;40.78054251;-73.97052103
41;40.78049292;-73.97031098
208;40.7804624;-73.969621
1775;40.78049292;-73.96941095
702;40.78053488;-73.9693709
704;40.78044333;-73.96917086
1016;40.78040518;-73.96908098
935;40.78052343;-73.96895104
3074;40.7804624;-73.96891099
576;40.78052343;-73.96888095
722;40.78052343;-73.96888095
1625;40.7805654;-73.96883088
1018;40.78057303;-73.96858102
3075;40.78068365;-73.96868091
2932;40.7806455;-73.96873098
2004;40.78067221;-73.9686411
2865;40.78067221;-73.96836096
14;40.7806951;-73.96831089
2021;40.78058447;-73.96831089
3076;40.78080191;-73.9681409
527;40.78076376;-73.96790105
1283;40.78100409;-73.96792107
707;40.78107275;-73.96805101
1578;40.78109182;-73.96760088
1825;40.78112234;-73.96758109
1201;40.78109182;-73.96764093
137;40.7810346;-73.96758109
3077;40.7810346;-73.96758109
2143;40.7810346;-73.96755105
2272;40.78098501;-73.96753102
3078;40.78106512;-73.96717101
58;40.78097357;-73.96727091
1579;40.78098501;-73.96724087
2617;40.78120245;-73.96721106
1468;40.78121389;-73.96720105
399;40.78110327;-73.9670611
1117;40.78130545;-73.96688109
2693;40.78141226;-73.96675092
3079;40.78130545;-73.96670109
1120;40.78144278;-73.96650105
2367;40.78117193;-73.96627098
2447;40.78137411;-73.96625095
3080;40.78159536;-73.96626097
2313;40.78165258;-73.96634107
3081;40.78161444;-73.96612101
3082;40.78177466;-73.96604091
3083;40.78175177;-73.96613103
3084;40.78254522;-73.96461087
